example_id,subset,pair_type,source_text,target_text,alternate_text,direct_distance,off_manifold_mean,geodesic_length,detour_ratio,dual_path_length,dual_detour_ratio,switch_count,midpoint_label,path_nearest_nodes
895,replace_relation,congruent,One person carrying a cake with candles and another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,One person dropping a cake with candles and another person in the background.,0.5130413770675659,0.14251149161971455,0.5130413770675659,1.0,0.5894417024979483,1.0677147623717385,1,target,"[461, 461, 461, 461, 461, 187, 187, 187, 187, 187, 187]"
895,replace_relation,incongruent,One person carrying a cake with candles and another person in the background.,One person dropping a cake with candles and another person in the background.,A person holding a cake with candles in the foreground with another person in the background.,0.5609873533248901,0.15582981388118256,0.5609873533248901,1.0,0.6682050520239432,1.090704132175143,1,target,"[461, 461, 461, 461, 461, 461, 462, 462, 462, 462, 462]"
28,replace_relation,congruent,"two teddy bears at a table with honey
",The table has two teddy bears and honey on it.,Two teddy bears are under a table with honey.,0.510406494140625,0.14177958907575,0.510406494140625,1.0,0.5772944622873386,1.0670136770077627,1,source,"[670, 670, 670, 670, 670, 564, 564, 564, 564, 564, 564]"
28,replace_relation,incongruent,"two teddy bears at a table with honey
",Two teddy bears are under a table with honey.,The table has two teddy bears and honey on it.,0.5142726898193359,0.14285352504053614,0.5142726898193359,1.0,0.5836059422813675,1.0688074586859049,1,target,"[670, 670, 670, 670, 670, 626, 626, 626, 626, 626, 626]"
904,replace_relation,congruent,"A blue plate filled with marshmallows, chocolate chips and banana.","Marshmallows, chocolate chips, and banana filled the blue plate.","A blue plate empty of marshmallows, chocolate chips and banana.",0.4619622826576233,0.1283228530631384,0.4619622826576233,1.0,0.5001420129167562,1.046461941177334,1,target,"[34, 34, 34, 34, 34, 34, 454, 454, 454, 454, 454]"
904,replace_relation,incongruent,"A blue plate filled with marshmallows, chocolate chips and banana.","A blue plate empty of marshmallows, chocolate chips and banana.","Marshmallows, chocolate chips, and banana filled the blue plate.",0.5325517654418945,0.14793104708408622,0.5325517654418945,1.0,0.6209426678409258,1.0750814922247742,1,source,"[34, 34, 34, 34, 34, 33, 33, 33, 33, 33, 33]"
506,replace_relation,congruent,some black cattle are grazing in a green field,The green field is where some black cattle are grazing.,Some black cattle are running through a green field.,0.5499196648597717,0.1527554521794888,0.5499196648597717,1.0,0.6607758597637443,1.0847491072817015,1,source,"[664, 664, 664, 664, 664, 526, 526, 526, 526, 526, 526]"
506,replace_relation,incongruent,some black cattle are grazing in a green field,Some black cattle are running through a green field.,The green field is where some black cattle are grazing.,0.6361513733863831,0.1767087197665294,0.6361513733863831,1.0,0.7916441604582712,1.1318915173289608,1,source,"[664, 664, 664, 664, 664, 490, 490, 490, 490, 490, 490]"
328,replace_relation,congruent,Square pastries are assorted on a white platter.,A white platter holds the assorted square pastries.,Square pastries are stacked on a white platter.,0.4713630676269531,0.13093418450407338,0.4713630676269531,1.0,0.5082615004645863,1.049125910525,1,target,"[498, 498, 498, 498, 498, 376, 376, 376, 376, 376, 376]"
328,replace_relation,incongruent,Square pastries are assorted on a white platter.,Square pastries are stacked on a white platter.,A white platter holds the assorted square pastries.,0.403613418340683,0.11211483969476269,0.403613418340683,1.0,0.39204164268335867,1.0282153258266433,1,target,"[498, 498, 498, 498, 498, 498, 499, 499, 499, 499, 499]"
312,replace_relation,congruent,A group of people walking down a mountain road., A mountain road is being walked down by a group of people.,A group of people running down a mountain road.,0.5593413710594177,0.15537260468593989,0.5593413710594177,1.0,0.6781284431560103,1.088013186633686,1,target,"[121, 121, 121, 121, 121, 0, 0, 0, 0, 0, 0]"
312,replace_relation,incongruent,A group of people walking down a mountain road.,A group of people running down a mountain road., A mountain road is being walked down by a group of people.,0.552393913269043,0.15344276316622452,0.552393913269043,1.0,0.6670069883953346,1.0845781710084321,1,source,"[121, 121, 121, 121, 121, 119, 119, 119, 119, 119, 119]"
1365,replace_relation,congruent,A young person doing a jump with their skateboard in a skate park,A person who is young performs a jump in the skate park with their skateboard.,A young person doing a jump with their skateboard outside a skate park.,0.5059776902198792,0.14054934319944692,0.5059776902198792,1.0,0.5635273491541045,1.0640385688293763,1,source,"[399, 399, 399, 399, 399, 272, 272, 272, 272, 272, 272]"
1365,replace_relation,incongruent,A young person doing a jump with their skateboard in a skate park,A young person doing a jump with their skateboard outside a skate park.,A person who is young performs a jump in the skate park with their skateboard.,0.4368285834789276,0.12134127687507995,0.4368285834789276,1.0,0.44703835527246827,1.038355608411076,1,target,"[399, 399, 399, 399, 399, 399, 400, 400, 400, 400, 400]"
1134,replace_relation,congruent,Everyone in the group is using electronic devices.,All members of the group are using electronic devices.,Everyone in the group is putting away their electronic devices.,0.3161318600177765,0.08781440930797813,0.3161318600177765,1.0,0.25782382494024125,1.0112217643002548,1,source,"[438, 438, 438, 438, 438, 409, 409, 409, 409, 409, 409]"
1134,replace_relation,incongruent,Everyone in the group is using electronic devices.,Everyone in the group is putting away their electronic devices.,All members of the group are using electronic devices.,0.7143657207489014,0.1984349196916753,0.7143657207489014,1.0,0.890464821353957,1.1698010413684994,1,source,"[438, 438, 438, 438, 438, 437, 437, 437, 437, 437, 437]"
576,replace_relation,congruent,A pancake with vegetables piled up on it,Vegetables are piled up on a pancake.,A pancake with vegetables arranged on it.,0.4867398142814636,0.1352055049595668,0.4867398142814636,1.0,0.5411173410362332,1.0552956692425588,1,target,"[171, 171, 171, 171, 171, 171, 630, 630, 630, 630, 630]"
576,replace_relation,incongruent,A pancake with vegetables piled up on it,A pancake with vegetables arranged on it.,Vegetables are piled up on a pancake.,0.46298667788505554,0.12860740798674483,0.46298667788505554,1.0,0.49988117073572874,1.046532976710564,1,target,"[171, 171, 171, 171, 171, 170, 170, 170, 170, 170, 170]"
982,replace_relation,congruent,A group of people in a dugout with their gear,A group of individuals with their gear in the dugout.,A group of people nearby a dugout with their gear.,0.5125311017036438,0.14236973667044128,0.5125311017036438,1.0,0.5843615079265186,1.0681503698061918,1,target,"[112, 112, 112, 112, 112, 111, 111, 111, 111, 111, 111]"
982,replace_relation,incongruent,A group of people in a dugout with their gear,A group of people nearby a dugout with their gear.,A group of individuals with their gear in the dugout.,0.5382492542266846,0.14951369116531027,0.5382492542266846,1.0,0.6264080931154226,1.0803335234337001,1,target,"[112, 112, 112, 112, 112, 112, 114, 114, 114, 114, 114]"
1308,replace_relation,congruent,A young child is posing in a large grassy area.,A young child is standing in a large grassy area.,A young child is running in a large grassy area.,0.5446242094039917,0.15128450923341488,0.5446242094039917,1.0,0.6461463316720909,1.081922911154344,1,target,"[394, 394, 394, 394, 394, 394, 398, 398, 398, 398, 398]"
1308,replace_relation,incongruent,A young child is posing in a large grassy area.,A young child is running in a large grassy area.,A young child is standing in a large grassy area.,0.658345103263855,0.18287364566822936,0.658345103263855,1.0,0.8073010297569856,1.1615109305235696,1,target,"[394, 394, 394, 394, 394, 394, 396, 396, 396, 396, 396]"
1243,replace_relation,congruent,A person standing by a stove in a kitchen.,A person is in the kitchen standing by the stove.,A person sitting by a stove in a kitchen.,0.46190065145492554,0.1283057424231831,0.46190065145492554,1.0,0.5092300734179802,1.046214104846503,1,target,"[255, 255, 255, 255, 255, 219, 219, 219, 219, 219, 219]"
1243,replace_relation,incongruent,A person standing by a stove in a kitchen.,A person sitting by a stove in a kitchen.,A person is in the kitchen standing by the stove.,0.5275607109069824,0.14654463465140236,0.5275607109069824,1.0,0.6252955708325897,1.0726753408689818,1,target,"[255, 255, 255, 255, 255, 249, 249, 249, 249, 249, 249]"
709,replace_relation,congruent,A person stands next to their luggage on a platform.,The person is standing on the platform beside their luggage.,A person sits on their luggage on a platform.,0.44809389114379883,0.12447052042809298,0.44809389114379883,1.0,0.48110698405074165,1.0415321580353816,1,target,"[260, 260, 260, 260, 260, 260, 552, 552, 552, 552, 552]"
709,replace_relation,incongruent,A person stands next to their luggage on a platform.,A person sits on their luggage on a platform.,The person is standing on the platform beside their luggage.,0.5908053517341614,0.16411260611804188,0.5908053517341614,1.0,0.722883394039465,1.1041393228371639,1,source,"[260, 260, 260, 260, 260, 248, 248, 248, 248, 248, 248]"
737,replace_relation,congruent,Someone is cooking a vegtable stir fry for dinner,A stir fry of vegetables is being cooked by someone is cooking for dinner.,Someone is eating a vegetable stir fry for dinner.,0.5109158754348755,0.14192107807240215,0.5109158754348755,1.0,0.585085616653113,1.0668145221569458,1,target,"[496, 496, 496, 496, 496, 329, 329, 329, 329, 329, 329]"
737,replace_relation,incongruent,Someone is cooking a vegtable stir fry for dinner,Someone is eating a vegetable stir fry for dinner.,A stir fry of vegetables is being cooked by someone is cooking for dinner.,0.5477318167686462,0.15214773047808638,0.5477318167686462,1.0,0.6458413380488076,1.0840195811970137,1,source,"[496, 496, 496, 496, 496, 496, 497, 497, 497, 497, 497]"
1103,replace_relation,congruent,A person in a black snow suit on a pair of skis in the snow.,A person on a pair of skis in the snow is wearing a black snow suit.,A person in a black snow suit near a pair of skis in the snow.,0.38972270488739014,0.10825629972011802,0.38972270488739014,1.0,0.37176234783471784,1.0247193650487292,1,source,"[199, 199, 199, 199, 199, 199, 237, 237, 237, 237, 237]"
1103,replace_relation,incongruent,A person in a black snow suit on a pair of skis in the snow.,A person in a black snow suit near a pair of skis in the snow.,A person on a pair of skis in the snow is wearing a black snow suit.,0.42333248257637024,0.1175923518888331,0.42333248257637024,1.0,0.4300244339643887,1.033616851941985,1,source,"[199, 199, 199, 199, 199, 198, 198, 198, 198, 198, 198]"
756,replace_relation,congruent,A person flying a kite with two strings on a beach.,"On a beach, a person is flying a kite with two strings.",A person is searching for his lost kite with two strings on a beach.,0.35101601481437683,0.0975044503744968,0.35101601481437683,1.0,0.3137076730775732,1.0168167635372927,1,source,"[182, 182, 182, 182, 182, 182, 457, 457, 457, 457, 457]"
756,replace_relation,incongruent,A person flying a kite with two strings on a beach.,A person is searching for his lost kite with two strings on a beach.,"On a beach, a person is flying a kite with two strings.",0.7173580527305603,0.19926612298493604,0.7173580527305603,1.0,0.893120974293992,1.172034243850282,1,source,"[182, 182, 182, 182, 182, 182, 226, 226, 226, 226, 226]"
434,replace_relation,congruent,Two adult pheasants walking slowly across a street,Two adult pheasants are slowly walking across the street.,Two adult pheasants flying slowly across a street.,0.2983194887638092,0.08286652337599831,0.2983194887638092,1.0,0.21861342666882486,1.0089622058904306,1,source,"[602, 602, 602, 602, 602, 600, 600, 600, 600, 600, 600]"
434,replace_relation,incongruent,Two adult pheasants walking slowly across a street,Two adult pheasants flying slowly across a street.,Two adult pheasants are slowly walking across the street.,0.476551353931427,0.13237537966472024,0.476551353931427,1.0,0.49044005765224485,1.0517769571118374,1,source,"[602, 602, 602, 602, 602, 601, 601, 601, 601, 601, 601]"
1240,replace_relation,congruent,A person wearing an orange shirt on some grass,The person on some grass is in an orange shirt.,A person holding an orange shirt on some grass.,0.40698257088661194,0.11305071358905978,0.40698257088661194,1.0,0.39411801981784444,1.029666357493459,1,source,"[269, 269, 269, 269, 269, 269, 554, 554, 554, 554, 554]"
1240,replace_relation,incongruent,A person wearing an orange shirt on some grass,A person holding an orange shirt on some grass.,The person on some grass is in an orange shirt.,0.49784979224205017,0.13829161249790534,0.49784979224205017,1.0,0.546093154671062,1.060507401538562,1,source,"[269, 269, 269, 269, 269, 192, 192, 192, 192, 192, 192]"
1042,replace_relation,congruent,Several refrigerators are lined up by a wall.,Multiple refrigerators are aligned against the wall.,Several refrigerators are sprawled across a wall.,0.47135552763938904,0.1309320929806361,0.47135552763938904,1.0,0.5082552861834178,1.0508816682260447,1,target,"[479, 479, 479, 479, 479, 455, 455, 455, 455, 455, 455]"
1042,replace_relation,incongruent,Several refrigerators are lined up by a wall.,Several refrigerators are sprawled across a wall.,Multiple refrigerators are aligned against the wall.,0.511359453201294,0.14204430470823506,0.511359453201294,1.0,0.5748071288023939,1.0673948852665098,1,target,"[479, 479, 479, 479, 479, 479, 480, 480, 480, 480, 480]"
126,replace_relation,congruent,Several people can be seen at the crest of the mountain.,many individuals are visible at the summit of the mountain.,Several people can be seen at the base of the mountain.,0.6655265092849731,0.18486847172127382,0.6655265092849731,1.0,0.8354292048115199,1.1502374785802587,1,target,"[476, 476, 476, 476, 476, 476, 660, 660, 660, 660, 660]"
126,replace_relation,incongruent,Several people can be seen at the crest of the mountain.,Several people can be seen at the base of the mountain.,many individuals are visible at the summit of the mountain.,0.6315116882324219,0.17541990328699886,0.6315116882324219,1.0,0.7888818720759875,1.1298975887780498,1,target,"[476, 476, 476, 476, 476, 475, 475, 475, 475, 475, 475]"
404,replace_relation,congruent,A person holding a piece of food in front of a cafe.,"In front of a cafe, a person is holding a piece of food.",A person eating a piece of food in front of a cafe.,0.44638946652412415,0.12399706488085988,0.44638946652412415,1.0,0.46963097103344525,1.041687956017937,1,source,"[189, 189, 189, 189, 189, 189, 447, 447, 447, 447, 447]"
404,replace_relation,incongruent,A person holding a piece of food in front of a cafe.,A person eating a piece of food in front of a cafe.,"In front of a cafe, a person is holding a piece of food.",0.5575437545776367,0.15487326306145327,0.5575437545776367,1.0,0.6548821177428307,1.0886641855882027,1,target,"[189, 189, 189, 189, 189, 177, 177, 177, 177, 177, 177]"
471,replace_relation,congruent,A triple decker sandwich is sitting on a desk.,The desk is positioned below the triple decker sandwich.,A triple decker sandwich is sitting beside a desk.,0.6121902465820312,0.17005283712472283,0.6121902465820312,1.0,0.7350266133146363,1.1129220432522458,1,source,"[357, 357, 357, 357, 357, 357, 516, 516, 516, 516, 516]"
471,replace_relation,incongruent,A triple decker sandwich is sitting on a desk.,A triple decker sandwich is sitting beside a desk.,The desk is positioned below the triple decker sandwich.,0.22396257519721985,0.0622118254420381,0.22396257519721985,1.0,0.13014158098989875,1.0028804571045322,1,source,"[357, 357, 357, 357, 357, 356, 356, 356, 356, 356, 356]"
725,replace_relation,congruent,"A collection of sinks, and basins are on display.",A set of sinks and basins are being displayed.,A collection of sinks and basins are thrown away.,0.3948683738708496,0.10968566895442876,0.3948683738708496,1.0,0.38826835326450126,1.026285172385748,1,source,"[74, 74, 74, 74, 74, 74, 301, 301, 301, 301, 301]"
725,replace_relation,incongruent,"A collection of sinks, and basins are on display.",A collection of sinks and basins are thrown away.,A set of sinks and basins are being displayed.,0.6838986873626709,0.18997185142338677,0.6838986873626709,1.0,0.8523010098206146,1.1540543953928537,1,source,"[74, 74, 74, 74, 74, 73, 73, 73, 73, 73, 73]"
1106,replace_relation,congruent,A group of people standing near the motorcycles on the street.,A bunch of people on the street stand close to the motorcycles.,A group of people riding motorcycles on the street.,0.6792532801628113,0.18868145840590184,0.6792532801628113,1.0,0.8578913290746578,1.1543258664961762,1,source,"[120, 120, 120, 120, 120, 48, 48, 48, 48, 48, 48]"
1106,replace_relation,incongruent,A group of people standing near the motorcycles on the street.,A group of people riding motorcycles on the street.,A bunch of people on the street stand close to the motorcycles.,0.7307397127151489,0.202983236794851,0.7307397127151489,1.0,0.9159471914960958,1.1846129579099183,1,source,"[120, 120, 120, 120, 120, 118, 118, 118, 118, 118, 118]"
1198,replace_relation,congruent,An airplane is letting off white smoke against a blue sky.,An airplane in the blue sky is emitting white smoke.,An airplane is flying over a blue sky.,0.5048993825912476,0.1402498381953423,0.5048993825912476,1.0,0.5902008642022465,1.0633216649398967,1,target,"[416, 416, 416, 416, 416, 412, 412, 412, 412, 412, 412]"
1198,replace_relation,incongruent,An airplane is letting off white smoke against a blue sky.,An airplane is flying over a blue sky.,An airplane in the blue sky is emitting white smoke.,0.8937619924545288,0.2482672253277931,0.8937619924545288,1.0,1.048688638934519,1.2816709416873793,1,target,"[416, 416, 416, 416, 416, 414, 414, 414, 414, 414, 414]"
657,replace_relation,congruent,A group of zebras stand in front of a group of trees.,A group of trees stands behind a group of zebras.,A group of zebras roam around a group of trees.,0.5521394610404968,0.15337206614598306,0.5521394610404968,1.0,0.6629953406030568,1.0856824118805033,1,target,"[129, 129, 129, 129, 129, 125, 125, 125, 125, 125, 125]"
657,replace_relation,incongruent,A group of zebras stand in front of a group of trees.,A group of zebras roam around a group of trees.,A group of trees stands behind a group of zebras.,0.600467324256897,0.1667964766813766,0.600467324256897,1.0,0.7387574069581624,1.1109964106273966,1,target,"[129, 129, 129, 129, 129, 128, 128, 128, 128, 128, 128]"
855,replace_relation,congruent,This is a broccoli carrot soup with a lot of broth.,This soup containing broccoli and carrot has a lot of broth.,This is a broccoli carrot soup without a lot of broth.,0.4363597333431244,0.12121103599678174,0.4363597333431244,1.0,0.4645222600486628,1.0377988695770823,1,target,"[583, 583, 583, 583, 583, 583, 585, 585, 585, 585, 585]"
855,replace_relation,incongruent,This is a broccoli carrot soup with a lot of broth.,This is a broccoli carrot soup without a lot of broth.,This soup containing broccoli and carrot has a lot of broth.,0.5589252710342407,0.155257022124813,0.5589252710342407,1.0,0.680137775354972,1.0875379790033797,1,source,"[583, 583, 583, 583, 583, 583, 584, 584, 584, 584, 584]"
1039,replace_relation,congruent,Two people are holding phones together to create a linking .,A couple of individuals are creating a linking connection by holding phones together.,"Two men are dropping phones, causing them to unlink.",0.5205381512641907,0.14459392703898818,0.5205381512641907,1.0,0.617488146856575,1.0701469858383406,1,source,"[612, 612, 612, 612, 612, 82, 82, 82, 82, 82, 82]"
1039,replace_relation,incongruent,Two people are holding phones together to create a linking .,"Two men are dropping phones, causing them to unlink.",A couple of individuals are creating a linking connection by holding phones together.,0.9741983413696289,0.2706106579593637,0.9741983413696289,1.0,1.0944329967273068,1.32431638881492,1,source,"[612, 612, 612, 612, 612, 611, 611, 611, 611, 611, 611]"
1378,replace_relation,congruent,A close up of two cell phones near one another,A close-up view of two cell phones that are positioned close to each other.,A close up of two cell phones far from one another.,0.443340927362442,0.1231502588211394,0.443340927362442,1.0,0.46668284340655575,1.0406907374314656,1,source,"[69, 69, 69, 69, 69, 69, 70, 70, 70, 70, 70]"
1378,replace_relation,incongruent,A close up of two cell phones near one another,A close up of two cell phones far from one another.,A close-up view of two cell phones that are positioned close to each other.,0.6053406596183777,0.16815017704593627,0.6053406596183777,1.0,0.7305024018341388,1.1154441484805124,1,source,"[69, 69, 69, 69, 69, 68, 68, 68, 68, 68, 68]"
1292,replace_relation,congruent,A person standing on a lush green field under a kite.,A kite is flying above a person standing on a lush green field.,A person running on a lush green field under a kite.,0.5456249117851257,0.15156248466638433,0.5456249117851257,1.0,0.6529018403749836,1.0811984734999636,1,target,"[258, 258, 258, 258, 258, 137, 137, 137, 137, 137, 137]"
1292,replace_relation,incongruent,A person standing on a lush green field under a kite.,A person running on a lush green field under a kite.,A kite is flying above a person standing on a lush green field.,0.5352272391319275,0.14867423671993402,0.5352272391319275,1.0,0.6360689666645353,1.0762190451191758,1,target,"[258, 258, 258, 258, 258, 245, 245, 245, 245, 245, 245]"
629,replace_relation,congruent,A white toilet sitting in a bathroom next to a shower.,A white toilet is located in the bathroom next to the shower.,A white toilet flushing in a bathroom next to a shower.,0.481622576713562,0.13378405060074736,0.481622576713562,1.0,0.5169064851412978,1.0549221343341617,1,source,"[379, 379, 379, 379, 379, 378, 378, 378, 378, 378, 378]"
629,replace_relation,incongruent,A white toilet sitting in a bathroom next to a shower.,A white toilet flushing in a bathroom next to a shower.,A white toilet is located in the bathroom next to the shower.,0.5091391801834106,0.14142755328338572,0.5091391801834106,1.0,0.5630736863577195,1.0665116081492587,1,source,"[379, 379, 379, 379, 379, 377, 377, 377, 377, 377, 377]"
352,replace_relation,congruent,A group of sheep grazing in a grassy valley.,A herd of sheep are grazing in a valley full of grass.,A group of sheep sleeping in a grassy valley.,0.5650085210800171,0.1569468066401711,0.5650085210800171,1.0,0.6789688068232723,1.0904326865433303,1,source,"[122, 122, 122, 122, 122, 122, 131, 131, 131, 131, 131]"
352,replace_relation,incongruent,A group of sheep grazing in a grassy valley.,A group of sheep sleeping in a grassy valley.,A herd of sheep are grazing in a valley full of grass.,0.4646265506744385,0.12906292573416275,0.4646265506744385,1.0,0.508674633702368,1.0473568890274163,1,target,"[122, 122, 122, 122, 122, 122, 123, 123, 123, 123, 123]"
311,replace_relation,congruent,Two little bears sitting on a weathered wood chair.,"On a weathered wood chair, two little bears are sitting. ",Two little bears climbing on a weathered wood chair.,0.42299193143844604,0.11749775906127741,0.42299193143844604,1.0,0.41959880033779623,1.0333905493423088,1,target,"[610, 610, 610, 610, 610, 460, 460, 460, 460, 460, 460]"
311,replace_relation,incongruent,Two little bears sitting on a weathered wood chair.,Two little bears climbing on a weathered wood chair.,"On a weathered wood chair, two little bears are sitting. ",0.4102229177951813,0.11395081006716051,0.4102229177951813,1.0,0.3991402823741114,1.029825313209415,1,source,"[610, 610, 610, 610, 610, 609, 609, 609, 609, 609, 609]"
160,replace_relation,congruent,A person holding a surfboard walking on a beach next to the ocean.,An individual with a surfboard is strolling along a ocean beach.,A person holding a surfboard sitting on a beach next to the ocean.,0.7451391816139221,0.20698310569045517,0.7451391816139221,1.0,0.9290830327730789,1.2000158501355989,1,target,"[191, 191, 191, 191, 191, 191, 419, 419, 419, 419, 419]"
160,replace_relation,incongruent,A person holding a surfboard walking on a beach next to the ocean.,A person holding a surfboard sitting on a beach next to the ocean.,An individual with a surfboard is strolling along a ocean beach.,0.4650513827800751,0.1291809456024315,0.4650513827800751,1.0,0.5134610366998453,1.0477838885685318,1,target,"[191, 191, 191, 191, 191, 190, 190, 190, 190, 190, 190]"
1345,replace_relation,congruent,A plate with two slices of pizza on it.,A couple of pizza slices are on the plate.,A plate with two slices of pizza next to it.,0.5554574728012085,0.15429373730284984,0.5554574728012085,1.0,0.6574150025812525,1.0850428330631379,1,target,"[291, 291, 291, 291, 291, 84, 84, 84, 84, 84, 84]"
1345,replace_relation,incongruent,A plate with two slices of pizza on it.,A plate with two slices of pizza next to it.,A couple of pizza slices are on the plate.,0.3721809983253479,0.10338361259744727,0.3721809983253479,1.0,0.34349147929982626,1.0209287818925221,1,target,"[291, 291, 291, 291, 291, 290, 290, 290, 290, 290, 290]"
1242,replace_relation,congruent,A vase of red flowers sits on a bathroom countertop.,The red flowers are placed in a vase on the countertop of a bathroom.,A vase of red flowers is next to a bathroom countertop.,0.38895678520202637,0.1080435470592565,0.38895678520202637,1.0,0.35172764124899697,1.0243896246700854,1,target,"[365, 365, 365, 365, 365, 365, 557, 557, 557, 557, 557]"
1242,replace_relation,incongruent,A vase of red flowers sits on a bathroom countertop.,A vase of red flowers is next to a bathroom countertop.,The red flowers are placed in a vase on the countertop of a bathroom.,0.34266573190689087,0.095184920825499,0.34266573190689087,1.0,0.27933610957646154,1.0152124675231913,1,source,"[365, 365, 365, 365, 365, 364, 364, 364, 364, 364, 364]"
1247,replace_relation,congruent,A person on a skateboard riding by food vendors.,A skateboard rider passes closeby the food vendors.,A person next to a skateboard is riding by food vendors.,0.5717893242835999,0.158830371010861,0.5717893242835999,1.0,0.6784396481553676,1.0960525645255643,1,source,"[238, 238, 238, 238, 238, 238, 308, 308, 308, 308, 308]"
1247,replace_relation,incongruent,A person on a skateboard riding by food vendors.,A person next to a skateboard is riding by food vendors.,A skateboard rider passes closeby the food vendors.,0.4434073567390442,0.1231687089748737,0.4434073567390442,1.0,0.46557402463644487,1.0406695479193215,1,target,"[238, 238, 238, 238, 238, 235, 235, 235, 235, 235, 235]"
1319,replace_relation,congruent,A group of young children playing soccer on a field.,Soccer is being played by a group of young children.,A group of young children sitting on a field.,0.7515311241149902,0.20875865672676658,0.7515311241149902,1.0,0.9360179298071354,1.1916943062620757,1,source,"[126, 126, 126, 126, 126, 126, 489, 489, 489, 489, 489]"
1319,replace_relation,incongruent,A group of young children playing soccer on a field.,A group of young children sitting on a field.,Soccer is being played by a group of young children.,0.6622173190116882,0.18394926818791732,0.6622173190116882,1.0,0.8375121904478934,1.1430789020166452,1,target,"[126, 126, 126, 126, 126, 126, 127, 127, 127, 127, 127]"
745,replace_relation,congruent,A large black bear with a long tongue hanging out of it's mouth.,A long tongue is hanging out of the mouth of a large black bear.,A large black bear without a long tongue hanging out of its mouth.,0.4155520498752594,0.1154311228327422,0.4155520498752594,1.0,0.42177087338256386,1.0314638031994494,1,target,"[145, 145, 145, 145, 145, 145, 161, 161, 161, 161, 161]"
745,replace_relation,incongruent,A large black bear with a long tongue hanging out of it's mouth.,A large black bear without a long tongue hanging out of its mouth.,A long tongue is hanging out of the mouth of a large black bear.,0.5455855131149292,0.15155153764632587,0.5455855131149292,1.0,0.6482184230225747,1.0803346067609725,1,source,"[145, 145, 145, 145, 145, 145, 146, 146, 146, 146, 146]"
1269,replace_relation,congruent,A street sign that reads Sparta sitting next to a tall building.,A tall building beside a street sign that reads Sparta.,A street sign that reads Sparta is far from a tall building.,0.4340885877609253,0.12058016194339606,0.4340885877609253,1.0,0.4509063431528716,1.037401474971301,1,target,"[336, 336, 336, 336, 336, 336, 341, 341, 341, 341, 341]"
1269,replace_relation,incongruent,A street sign that reads Sparta sitting next to a tall building.,A street sign that reads Sparta is far from a tall building.,A tall building beside a street sign that reads Sparta.,0.5926699042320251,0.1646305324884435,0.5926699042320251,1.0,0.7158150801749265,1.1056289710144493,1,target,"[336, 336, 336, 336, 336, 335, 335, 335, 335, 335, 335]"
423,replace_relation,congruent,A black and white photo of a farmer standing next to horses.,A black and white photo of horses with a farmer standing next to them.,A black and white photo of a farmer riding on horses.,0.33741891384124756,0.09372747591285452,0.33741891384124756,1.0,0.28807636969313594,1.0143230803476981,1,source,"[19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20]"
423,replace_relation,incongruent,A black and white photo of a farmer standing next to horses.,A black and white photo of a farmer riding on horses.,A black and white photo of horses with a farmer standing next to them.,0.551513135433197,0.15319808958618095,0.551513135433197,1.0,0.6559568693332749,1.0831092184195135,1,source,"[19, 19, 19, 19, 19, 18, 18, 18, 18, 18, 18]"
400,replace_relation,congruent,The nomadic sheepherd walks behind a large group of livestock in their desert habitat.,"Behind a large group of livestock in their desert habitat, the nomadic sheepherd walks.",The nomadic sheepherd walks in front of a large group of livestock in their desert habitat.,0.36480799317359924,0.10133554753963081,0.36480799317359924,1.0,0.31193302311324916,1.0191175148160887,1,target,"[542, 542, 542, 542, 542, 434, 434, 434, 434, 434, 434]"
400,replace_relation,incongruent,The nomadic sheepherd walks behind a large group of livestock in their desert habitat.,The nomadic sheepherd walks in front of a large group of livestock in their desert habitat.,"Behind a large group of livestock in their desert habitat, the nomadic sheepherd walks.",0.2859817147254944,0.07943937042066357,0.2859817147254944,1.0,0.19692487846068446,1.0075017369339165,1,target,"[542, 542, 542, 542, 542, 542, 543, 543, 543, 543, 543]"
742,replace_relation,congruent,a bathroom with a toilet and a lot of ski boots,A lot of ski boots are in a bathroom with a toilet.,A bathroom without a toilet and a lot of ski boots.,0.5079407095909119,0.14109463819775908,0.5079407095909119,1.0,0.5822604603932375,1.064628181973257,1,target,"[634, 634, 634, 634, 634, 162, 162, 162, 162, 162, 162]"
742,replace_relation,incongruent,a bathroom with a toilet and a lot of ski boots,A bathroom without a toilet and a lot of ski boots.,A lot of ski boots are in a bathroom with a toilet.,0.5306863784790039,0.1474128839846512,0.5306863784790039,1.0,0.6207848870964662,1.0746458459653434,1,source,"[634, 634, 634, 634, 634, 12, 12, 12, 12, 12, 12]"
31,replace_relation,congruent,A small wheeled airplane on an open runway.,A small wheeled airplane is located on a clear runway.,A small wheeled airplane is flying over an open runway.,0.46140554547309875,0.12816819959213357,0.46140554547309875,1.0,0.49576828793740624,1.0455676040147075,1,source,"[317, 317, 317, 317, 317, 316, 316, 316, 316, 316, 316]"
31,replace_relation,incongruent,A small wheeled airplane on an open runway.,A small wheeled airplane is flying over an open runway.,A small wheeled airplane is located on a clear runway.,0.41477522253990173,0.11521534591505395,0.41477522253990173,1.0,0.41559880090027257,1.0313680927202833,1,source,"[317, 317, 317, 317, 317, 315, 315, 315, 315, 315, 315]"
