example_id,subset,pair_type,source_text,target_text,alternate_text,retrieval_t0,retrieval_t02,retrieval_t05,retrieval_t08,retrieval_t10,off_manifold_mean,detour_ratio,dual_detour_ratio
484,swap_atribute,congruent,a brown teddy bear sitting on a huge box,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,a huge teddy bear is not sitting on a brown box.,a brown teddy bear sitting on a huge box,a brown teddy bear sitting on a huge box,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,0.13961640174055473,1.0,1.0633173036464967
484,swap_atribute,incongruent,a brown teddy bear sitting on a huge box,a huge teddy bear is not sitting on a brown box.,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,a brown teddy bear sitting on a huge box,a brown teddy bear sitting on a huge box,a brown teddy bear sitting on a huge box,a huge teddy bear is not sitting on a brown box.,a huge teddy bear is not sitting on a brown box.,0.17649269275649904,1.0,1.1284619577659945
150,swap_atribute,congruent,A red bench on a slanted floor has the Coca-Cola symbol on it.,The Coca-Cola symbol is on a red bench that is positioned on a slanted floor.,A slanted bench on a red floor has the Coca-Cola symbol on it.,A red bench on a slanted floor has the Coca-Cola symbol on it.,A red bench on a slanted floor has the Coca-Cola symbol on it.,A red bench on a slanted floor has the Coca-Cola symbol on it.,The Coca-Cola symbol is on a red bench that is positioned on a slanted floor.,The Coca-Cola symbol is on a red bench that is positioned on a slanted floor.,0.09758964605944095,1.0,1.0171668370313425
150,swap_atribute,incongruent,A red bench on a slanted floor has the Coca-Cola symbol on it.,A slanted bench on a red floor has the Coca-Cola symbol on it.,The Coca-Cola symbol is on a red bench that is positioned on a slanted floor.,A red bench on a slanted floor has the Coca-Cola symbol on it.,A red bench on a slanted floor has the Coca-Cola symbol on it.,A red bench on a slanted floor has the Coca-Cola symbol on it.,A slanted bench on a red floor has the Coca-Cola symbol on it.,A slanted bench on a red floor has the Coca-Cola symbol on it.,0.07279389243531392,1.0,1.0053626623441758
99,swap_atribute,congruent,A person watching two elephants behind a wire fence.,An individual observes two elephants from behind a wire fence.,Two people watching an elephant behind a wire fence.,A person watching two elephants behind a wire fence.,A person watching two elephants behind a wire fence.,A person watching two elephants behind a wire fence.,An individual observes two elephants from behind a wire fence.,An individual observes two elephants from behind a wire fence.,0.1271341701995241,1.0,1.044568076425276
99,swap_atribute,incongruent,A person watching two elephants behind a wire fence.,Two people watching an elephant behind a wire fence.,An individual observes two elephants from behind a wire fence.,A person watching two elephants behind a wire fence.,A person watching two elephants behind a wire fence.,A person watching two elephants behind a wire fence.,Two people watching an elephant behind a wire fence.,Two people watching an elephant behind a wire fence.,0.13612962345402718,1.0,1.0564393742508569
172,swap_atribute,congruent,A person in white shirt and black shorts playing tennis.,A person in a white shirt and black shorts is playing tennis.,A person in black shirt and white shorts playing tennis.,A person in white shirt and black shorts playing tennis.,A person in white shirt and black shorts playing tennis.,A person in a white shirt and black shorts is playing tennis.,A person in a white shirt and black shorts is playing tennis.,A person in a white shirt and black shorts is playing tennis.,0.07483951265160661,1.0,1.0062725127085212
172,swap_atribute,incongruent,A person in white shirt and black shorts playing tennis.,A person in black shirt and white shorts playing tennis.,A person in a white shirt and black shorts is playing tennis.,A person in white shirt and black shorts playing tennis.,A person in white shirt and black shorts playing tennis.,A person in black shirt and white shorts playing tennis.,A person in black shirt and white shorts playing tennis.,A person in black shirt and white shorts playing tennis.,0.06519583091605961,1.0,1.0037908501854924
13,swap_atribute,congruent,A person in black shirt standing in field with baseball mitt.,A person in a black shirt with a baseball mitt is standing in a field.,A person in white shirt standing in field with black mitt.,A person in black shirt standing in field with baseball mitt.,A person in black shirt standing in field with baseball mitt.,A person in a black shirt with a baseball mitt is standing in a field.,A person in a black shirt with a baseball mitt is standing in a field.,A person in a black shirt with a baseball mitt is standing in a field.,0.08620673485616281,1.0,1.0103625227027193
13,swap_atribute,incongruent,A person in black shirt standing in field with baseball mitt.,A person in white shirt standing in field with black mitt.,A person in a black shirt with a baseball mitt is standing in a field.,A person in black shirt standing in field with baseball mitt.,A person in black shirt standing in field with baseball mitt.,A person in black shirt standing in field with baseball mitt.,A person in white shirt standing in field with black mitt.,A person in white shirt standing in field with black mitt.,0.13669187188916865,1.0,1.0579093738519905
